Fecha de cotización;Apertura;Cierre;Máximo;Mínimo;Promedio;Cantidad negociada;Monto negociado (S/);Fecha anterior;Cierre anterior corregido
29/12/2023;6.2;6.3;6.3;6.2;6.249283084;661430;4133463.31;28/12/2023;6.2
28/12/2023;6.25;6.2;6.25;6;6.161318196;21977;135407.29;27/12/2023;6.2
27/12/2023;6.2;6.2;6.2;6.18;6.197187355;64562;400102.81;26/12/2023;6.2
26/12/2023;6.2;6.2;6.2;6.2;6.19981992;49478;306754.69;22/12/2023;6.21
22/12/2023;6.21;6.21;6.21;6.21;6.21;161941;1005653.61;21/12/2023;6.21
21/12/2023;6.3;6.21;6.3;6.18;6.26285369;63297;396419.85;20/12/2023;6.25
20/12/2023;6.25;6.25;6.25;6.15;6.20336846;24388;151287.75;19/12/2023;6.2
19/12/2023;6.2;6.2;6.21;6.2;6.200193896;264575;1640416.3;18/12/2023;6.2
18/12/2023;6.2;6.2;6.2;6.05;6.19202916;24966;154590.2;15/12/2023;6.2
15/12/2023;6.1;6.2;6.2;6;6.174031729;144097;889659.45;14/12/2023;6.1
14/12/2023;6.05;6.1;6.1;6.05;6.090748692;101911;620714.29;13/12/2023;5.95
13/12/2023;5.9;5.95;5.95;5.9;5.912267506;13495;79786.05;12/12/2023;5.9
12/12/2023;5.9;5.9;5.91;5.9;5.903928949;31217;184302.95;11/12/2023;5.9
11/12/2023;5.9;5.9;5.9;5.9;5.899601926;109653;646909.05;7/12/2023;5.85
7/12/2023;5.85;5.85;5.85;5.85;5.852460956;2113;12366.25;6/12/2023;5.9
6/12/2023;5.9;5.9;5.9;5.9;5.900030967;4521;26674.04;5/12/2023;5.9
5/12/2023;5.85;5.9;5.9;5.85;5.894755942;81292;479196.5;4/12/2023;5.82
4/12/2023;5.8;5.82;5.82;5.8;5.808763882;10355;60149.75;1/12/2023;5.75
1/12/2023;5.75;5.75;5.8;5.75;5.793372005;636814;3689300.4;30/11/2023;5.78
30/11/2023;5.78;5.78;5.78;5.78;5.779992982;196628;1136508.46;29/11/2023;5.85
29/11/2023;5.79;5.85;5.85;5.75;5.848899698;2030034;11873465.25;28/11/2023;5.85
28/11/2023;5.85;5.85;5.85;5.85;5.850385298;24786;145007.65;27/11/2023;5.8
27/11/2023;5.7;5.8;5.8;5.7;5.748374473;41525;238701.25;24/11/2023;5.75
24/11/2023;5.7;5.75;5.75;5.7;5.741864022;26872;154295.37;23/11/2023;5.75
23/11/2023;5.7;5.75;5.78;5.7;5.749768286;318021;1828547.06;22/11/2023;5.75
22/11/2023;5.75;5.75;5.75;5.75;5.750534368;17778;102233;21/11/2023;5.75
21/11/2023;5.75;5.75;5.75;5.7;5.744711787;23212;133346.25;20/11/2023;5.75
20/11/2023;5.85;5.75;5.85;5.75;5.801741993;8961;51989.41;17/11/2023;5.9
17/11/2023;5.81;5.9;5.9;5.81;5.890670809;24463;144103.48;16/11/2023;5.75
16/11/2023;5.75;5.75;5.75;5.75;5.75053693;3818;21955.55;15/11/2023;5.7
15/11/2023;5.7;5.7;5.7;5.7;5.700746402;44614;254333.1;14/11/2023;5.75
14/11/2023;5.8;5.75;5.8;5.75;5.765543364;37093;213861.3;13/11/2023;5.85
13/11/2023;5.85;5.85;5.85;5.85;5.86290469;6610;38753.8;10/11/2023;5.9
10/11/2023;5.9;5.9;5.9;5.9;5.900033052;18153;107103.3;9/11/2023;5.85
9/11/2023;5.85;5.85;5.85;5.85;5.844636776;1762;10298.25;8/11/2023;5.8
8/11/2023;5.8;5.8;5.8;5.8;5.809996915;3241;18830.2;7/11/2023;5.7
7/11/2023;5.7;5.7;5.7;5.7;5.699939025;278805;1589171.5;6/11/2023;5.7
6/11/2023;5.6;5.7;5.7;5.6;5.669018422;10585;60006.56;3/11/2023;5.6
3/11/2023;5.6;5.6;5.65;5.6;5.603830942;127282;713266.81;2/11/2023;5.61
2/11/2023;5.7;5.61;5.7;5.57;5.60316678;88260;494535.5;31/10/2023;5.8
31/10/2023;5.85;5.8;5.85;5.8;5.832555008;21906;127767.95;30/10/2023;5.85
30/10/2023;5.9;5.85;5.9;5.85;5.888943696;133295;784966.75;27/10/2023;5.95
27/10/2023;5.9;5.95;5.95;5.9;5.903445981;91643;541009.5;26/10/2023;5.9
26/10/2023;5.9;5.9;5.9;5.9;5.900156187;9988;58930.76;25/10/2023;5.9
25/10/2023;5.95;5.9;5.95;5.9;5.912175076;8602;50856.53;24/10/2023;5.9
24/10/2023;6;5.9;6;5.9;5.938671604;8642;51322;23/10/2023;5.9
23/10/2023;5.9;5.9;6;5.9;5.900861702;225484;1330549.9;20/10/2023;5.9
20/10/2023;5.9;5.9;5.9;5.9;5.899649116;80910;477340.61;19/10/2023;5.84
19/10/2023;5.84;5.84;5.84;5.84;5.83921314;7854;45861.18;18/10/2023;5.78
18/10/2023;5.64;5.78;5.78;5.6;5.777361378;304462;1758987;17/10/2023;5.78
17/10/2023;5.75;5.78;5.8;5.75;5.783228695;222545;1287028.63;16/10/2023;5.75
16/10/2023;5.9;5.75;5.9;5.75;5.821165261;34267;199473.87;13/10/2023;5.95
13/10/2023;5.95;5.95;5.95;5.95;5.952685375;19528;116244.04;11/10/2023;5.99
12/10/2023;;;;;6;555;3330;11/10/2023;5.99
11/10/2023;6;5.99;6;5.99;5.999811945;130334;781979.49;10/10/2023;6
10/10/2023;6;6;6;6;5.990527547;3848;23051.55;9/10/2023;5.96
9/10/2023;6;5.96;6;5.96;5.999483512;95162;570922.85;6/10/2023;6.1
6/10/2023;6.15;6.1;6.15;6.1;6.117489459;17076;104462.25;5/10/2023;6.15
5/10/2023;6.16;6.15;6.16;6.15;6.15918341;113276;697687.66;4/10/2023;6.18
4/10/2023;6.18;6.18;6.18;6.18;6.181857062;3554;21970.32;3/10/2023;6.19
3/10/2023;6.2;6.19;6.2;6.16;6.175525086;13055;80621.48;2/10/2023;6.2
2/10/2023;6.16;6.2;6.2;6.16;6.195070294;12092;74910.79;29/09/2023;6.2
29/09/2023;6.2;6.2;6.2;6.2;6.198888369;8546;52975.7;28/09/2023;6.22
28/09/2023;6.2;6.22;6.22;6.2;6.205201723;8824;54754.7;27/09/2023;6.15
27/09/2023;6.19;6.15;6.2;6.15;6.172744414;10607;65474.3;26/09/2023;6.15
26/09/2023;6.18;6.15;6.18;6.15;6.176771858;115757;715004.58;25/09/2023;6.2
25/09/2023;6.2;6.2;6.2;6.2;6.199145718;4893;30332.42;21/09/2023;6.2
22/09/2023;;;;;6.227013177;683;4253.05;21/09/2023;6.2
21/09/2023;6.2;6.2;6.2;6.2;6.199627204;1985;12306.26;20/09/2023;6.19
20/09/2023;6.15;6.19;6.19;6.15;6.187533828;16037;99229.48;19/09/2023;6.19
19/09/2023;6.19;6.19;6.19;6.19;6.186180371;7540;46643.8;15/09/2023;6.19
18/09/2023;;;;;6.224137931;899;5595.5;15/09/2023;6.19
15/09/2023;6.25;6.19;6.25;6.19;6.195407262;64332;398562.94;14/09/2023;6.25
14/09/2023;6.18;6.25;6.25;6.18;6.244011375;55208;344719.38;13/09/2023;6.23
13/09/2023;6.2;6.23;6.23;6.2;6.200403473;301036;1866544.66;12/09/2023;6.2
12/09/2023;6.24;6.2;6.24;6.2;6.203964626;268840;1667873.85;11/09/2023;6.24
11/09/2023;6.25;6.24;6.25;6.24;6.24990397;321047;2006512.92;8/09/2023;6.25
8/09/2023;6.25;6.25;6.25;6.25;6.250668946;13454;84096.5;7/09/2023;6.25
7/09/2023;6.25;6.25;6.29;6.25;6.251410683;161638;1010465.52;6/09/2023;6.25
6/09/2023;6.25;6.25;6.25;6.25;6.254369806;1444;9031.31;5/09/2023;6.25
5/09/2023;6.33;6.25;6.33;6.25;6.260489611;48467;303427.15;4/09/2023;6.3
4/09/2023;6.3;6.3;6.3;6.3;6.296704643;7022;44215.46;1/09/2023;6.35
1/09/2023;6.35;6.35;6.35;6.25;6.306900954;48957;308766.95;31/08/2023;6.35
31/08/2023;6.25;6.35;6.35;6.25;6.307066318;228099;1438635.52;29/08/2023;6.26
29/08/2023;6.25;6.26;6.35;6.25;6.303184686;4597;28975.74;28/08/2023;6.3
28/08/2023;6.3;6.3;6.3;6.3;6.292428901;2602;16372.9;25/08/2023;6.25
25/08/2023;6.25;6.25;6.25;6.24;6.241835942;202038;1261088.05;24/08/2023;6.25
24/08/2023;6.28;6.25;6.28;6.25;6.251117419;440211;2751810.65;23/08/2023;6.3
23/08/2023;6.3;6.3;6.3;6.3;6.300595633;52482;330667.86;22/08/2023;6.3
22/08/2023;6.3;6.3;6.3;6.3;6.305239187;10034;63266.77;21/08/2023;6.25
21/08/2023;6.4;6.25;6.4;6.25;6.31887907;53527;338230.64;18/08/2023;6.4
18/08/2023;6.25;6.4;6.4;6.2;6.229719748;168955;1052542.3;17/08/2023;6.3
17/08/2023;6.35;6.3;6.35;6.25;6.28595866;73827;464073.47;16/08/2023;6.25
16/08/2023;6.38;6.25;6.4;6.2;6.268927889;559280;3506085.99;15/08/2023;6.4
15/08/2023;6.39;6.4;6.4;6.39;6.399006325;34468;220560.95;14/08/2023;6.4
14/08/2023;6.45;6.4;6.5;6.4;6.451718878;15865;102356.52;11/08/2023;6.4
11/08/2023;6.45;6.4;6.45;6.4;6.408873807;52895;338997.38;10/08/2023;6.4
10/08/2023;6.5;6.4;6.51;6.4;6.469400108;151544;980398.77;9/08/2023;6.5
9/08/2023;6.59;6.5;6.6;6.5;6.559955203;121436;796614.72;8/08/2023;6.59
8/08/2023;6.76;6.59;6.76;6.5;6.59417379;203199;1339929.52;7/08/2023;7.1
7/08/2023;7.1;7.1;7.1;7.1;7.099844875;47639;338229.51;4/08/2023;7.1
4/08/2023;7;7.1;7.15;7;7.09932874;627313;4453501.21;3/08/2023;6.91
3/08/2023;6.98;6.91;6.98;6.91;6.92553624;10527;72905.12;2/08/2023;7.3
2/08/2023;7.1;7.3;7.3;7.1;7.295136463;2419932;17653734.17;1/08/2023;7.25
1/08/2023;7.08;7.25;7.25;6.99;7.179990979;311491;2236502.57;31/07/2023;7.1
31/07/2023;7;7.1;7.1;7;7.035541456;87551;615968.69;27/07/2023;7
27/07/2023;7;7;7;7;7.003620635;6300;44122.81;26/07/2023;7.03
26/07/2023;7.05;7.03;7.05;7;7.03458842;199694;1404765.1;25/07/2023;7.05
25/07/2023;7;7.05;7.07;6.9;6.977525289;279168;1947901.78;24/07/2023;7.05
24/07/2023;7.1;7.05;7.1;7;7.028696614;18076;127050.72;21/07/2023;7.1
21/07/2023;7.1;7.1;7.1;7.08;7.098961822;148857;1056730.16;20/07/2023;7.11
20/07/2023;7.1;7.11;7.11;7.1;7.102610752;19029;135155.58;19/07/2023;7.1
19/07/2023;7.1;7.1;7.1;7.1;7.096262789;11142;79066.56;18/07/2023;7.13
18/07/2023;7.15;7.13;7.15;7.1;7.144012334;58375;417031.72;17/07/2023;7.13
17/07/2023;7.12;7.13;7.15;7.12;7.139280648;20866;148968.23;14/07/2023;7.17
14/07/2023;7.15;7.17;7.17;7.15;7.160513476;31316;224238.64;13/07/2023;7.15
13/07/2023;7.16;7.15;7.17;7.15;7.151196432;220305;1575444.33;12/07/2023;7.15
12/07/2023;7.15;7.15;7.15;7.13;7.149759118;209231;1495951.25;11/07/2023;7.13
11/07/2023;7.1;7.13;7.13;7;7.093804433;138060;979370.64;10/07/2023;7.1
10/07/2023;7;7.1;7.12;7;7.062251633;256707;1812929.43;7/07/2023;6.4
7/07/2023;6.25;6.4;6.4;6.25;6.308074473;50085;315939.91;6/07/2023;6.2
6/07/2023;6.2;6.2;6.2;6.2;6.200237186;12311;76331.12;5/07/2023;6.2
5/07/2023;6.2;6.2;6.21;6.2;6.200625372;97542;604821.4;4/07/2023;6.2
4/07/2023;6.25;6.2;6.25;6.2;6.22139539;28200;175443.35;3/07/2023;6.25
3/07/2023;6.26;6.25;6.26;6.25;6.258237288;8555;53539.22;30/06/2023;6.26
30/06/2023;6.25;6.26;6.26;6.25;6.257898705;25332;158525.09;28/06/2023;6.25
28/06/2023;6.26;6.25;6.26;6.25;6.250846803;53082;331807.45;27/06/2023;6.25
27/06/2023;6.3;6.25;6.3;6.25;6.251777089;198752;1242553.2;26/06/2023;6.4
26/06/2023;6.5;6.4;6.5;6.4;6.407523769;25559;163769.9;23/06/2023;6.5
23/06/2023;6.55;6.5;6.55;6.5;6.509345747;9935;64670.35;22/06/2023;6.55
22/06/2023;6.55;6.55;6.55;6.55;6.550142315;19253;126109.89;21/06/2023;6.55
21/06/2023;6.55;6.55;6.55;6.45;6.538315708;304769;1992675.94;20/06/2023;6.6
20/06/2023;6.54;6.6;6.61;6.54;6.599100525;141427;933290.99;19/06/2023;6.51
19/06/2023;6.34;6.51;6.51;6.34;6.42961039;115346;741629.84;16/06/2023;6.3
16/06/2023;6.29;6.3;6.3;6.29;6.297072507;110569;696261.01;15/06/2023;6.25
15/06/2023;6.25;6.25;6.25;6.25;6.249924336;371113;2319428.17;14/06/2023;6.2
14/06/2023;6.3;6.2;6.3;6.2;6.229225496;26843;167211.1;13/06/2023;6.29
13/06/2023;6.2;6.29;6.3;6.2;6.247883106;186939;1167973.02;12/06/2023;6.17
12/06/2023;6.15;6.17;6.17;6.15;6.161804449;19197;118288.16;9/06/2023;6.15
9/06/2023;6.15;6.15;6.2;6.15;6.179746345;43918;271402.1;8/06/2023;6.15
8/06/2023;6.2;6.15;6.2;6.15;6.160643098;5940;36594.22;7/06/2023;6.2
7/06/2023;6.2;6.2;6.2;6.2;6.200032911;7900;48980.26;6/06/2023;6.2
6/06/2023;6.21;6.2;6.21;6.2;6.200117308;219337;1359915.13;5/06/2023;6.2
5/06/2023;6.2;6.2;6.2;6.2;6.199276114;56846;352404.05;2/06/2023;6.2
2/06/2023;6.19;6.2;6.2;6.19;6.199705588;65962;408944.98;1/06/2023;6.2
1/06/2023;6.3;6.2;6.3;6.2;6.229970772;690100;4299302.83;31/05/2023;6.2
31/05/2023;6.08;6.2;6.2;6.08;6.197939422;779199;4829428.2;30/05/2023;6.1
30/05/2023;6.08;6.1;6.1;6.04;6.080039452;480326;2920401.03;29/05/2023;6.05
29/05/2023;6.05;6.05;6.05;6.04;6.048985697;23701;143367.01;26/05/2023;6
26/05/2023;6.05;6;6.05;6;6.037962377;199880;1206867.92;25/05/2023;5.98
25/05/2023;6.05;5.98;6.05;5.98;5.99099744;79293;475044.16;24/05/2023;6.03
24/05/2023;5.98;6.03;6.03;5.98;6.024088162;24818;149505.82;23/05/2023;5.99
23/05/2023;5.99;5.99;5.99;5.99;5.99191213;3619;21684.73;22/05/2023;5.99
22/05/2023;6;5.99;6;5.99;5.995493248;18439;110550.9;19/05/2023;6
19/05/2023;6.07;6;6.07;6;6.033168746;1529747;9229221.79;18/05/2023;6.07
18/05/2023;6.17;6.07;6.17;6.07;6.123976834;9324;57099.96;17/05/2023;6.12
17/05/2023;6.12;6.12;6.12;6.12;6.119993845;718111;4394834.9;16/05/2023;6.12
16/05/2023;6.15;6.12;6.15;6.11;6.119994858;1036603;6344005.03;15/05/2023;6.1
15/05/2023;6.1;6.1;6.1;6.1;6.10359244;18731;114326.39;12/05/2023;6.1
12/05/2023;6.05;6.1;6.2;6.05;6.100372333;213008;1299428.11;10/05/2023;6.05
11/05/2023;;;;;6.03990566;1272;7682.76;10/05/2023;6.05
10/05/2023;6.01;6.05;6.05;5.86;5.869639155;185398;1088219.36;9/05/2023;6.05
9/05/2023;5.97;6.05;6.05;5.97;5.979036352;44041;263322.74;8/05/2023;5.98
8/05/2023;5.98;5.98;5.98;5.98;5.991812126;8857;53069.48;5/05/2023;5.9
5/05/2023;5.85;5.9;5.9;5.85;5.872948627;25422;149302.1;4/05/2023;5.85
4/05/2023;5.9;5.85;5.9;5.85;5.852796816;258569;1513351.82;3/05/2023;5.9
3/05/2023;6.26;5.9;6.26;5.9;5.948474834;153780;914756.46;2/05/2023;6.28
2/05/2023;6.41;6.28;6.41;6.28;6.317510498;25957;163983.62;28/04/2023;6.41
28/04/2023;6.41;6.41;6.41;6.41;6.414875691;17899;114819.86;27/04/2023;6.41
27/04/2023;6.45;6.41;6.45;6.41;6.440764771;17940;115547.32;26/04/2023;6.49
26/04/2023;6.49;6.49;6.5;6.45;6.486287425;13360;86656.8;25/04/2023;6.5
25/04/2023;6.45;6.5;6.5;6.45;6.480567431;5146;33349;21/04/2023;6.45
24/04/2023;;;;;6.454931373;1020;6584.03;21/04/2023;6.45
21/04/2023;6.45;6.45;6.45;6.45;6.450197341;4814;31051.25;20/04/2023;6.45
20/04/2023;6.33;6.45;6.5;6.33;6.471800052;34299;221976.27;19/04/2023;6.38
19/04/2023;6.61;6.66;6.66;6.61;6.6425;4396;29200.43;18/04/2023;6.61
18/04/2023;6.64;6.61;6.69;6.61;6.628755693;38865;257626.59;17/04/2023;6.64
17/04/2023;6.65;6.64;6.65;6.64;6.648578319;9123;60654.98;14/04/2023;6.6
14/04/2023;6.6;6.6;6.65;6.6;6.600478803;166979;1102141.35;13/04/2023;6.55
13/04/2023;6.6;6.55;6.61;6.55;6.559892967;37652;246993.09;12/04/2023;6.6
12/04/2023;6.56;6.6;6.6;6.56;6.577056061;10007;65816.6;11/04/2023;6.55
11/04/2023;6.53;6.55;6.55;6.53;6.537145488;4344;28397.36;10/04/2023;6.5
10/04/2023;6.5;6.5;6.5;6.5;6.504865373;8505;55323.88;5/04/2023;6.55
5/04/2023;6.55;6.55;6.55;6.55;6.538490301;4279;27978.2;4/04/2023;6.45
4/04/2023;6.45;6.45;6.45;6.43;6.445755521;141558;912448.26;3/04/2023;6.41
3/04/2023;6.47;6.41;6.47;6.41;6.452100655;14048;90639.11;31/03/2023;6.5
31/03/2023;6.5;6.5;6.5;6.5;6.497728195;986;6406.76;30/03/2023;6.45
30/03/2023;6.38;6.45;6.45;6.35;6.38693219;53429;341247.4;29/03/2023;6.35
29/03/2023;6.4;6.35;6.4;6.35;6.368221308;37179;236764.1;28/03/2023;6.4
28/03/2023;6.42;6.4;6.45;6.4;6.440045905;25705;165541.38;27/03/2023;6.42
27/03/2023;6.42;6.42;6.42;6.42;6.422447898;11324;72727.8;24/03/2023;6.43
24/03/2023;6.42;6.43;6.43;6.42;6.421576324;8025;51533.15;23/03/2023;6.41
23/03/2023;6.45;6.41;6.45;6.4;6.44981981;604083;3896226.5;22/03/2023;6.55
22/03/2023;6.61;6.55;6.61;6.5;6.511573759;118290;770254.06;21/03/2023;6.65
21/03/2023;6.61;6.65;6.65;6.61;6.649617897;2198884;14621738.4;20/03/2023;6.61
20/03/2023;6.6;6.61;6.61;6.6;6.609176333;40951;270652.38;17/03/2023;6.6
17/03/2023;6.45;6.6;6.61;6.45;6.596241743;996531;6573359.38;16/03/2023;6.5
16/03/2023;6.51;6.5;6.51;6.47;6.483501312;7620;49404.28;15/03/2023;6.45
15/03/2023;6.37;6.45;6.45;6.37;6.371170308;426016;2714220.49;14/03/2023;6.41
14/03/2023;6.38;6.41;6.41;6.38;6.38549641;29250;186775.77;13/03/2023;6.37
13/03/2023;6.37;6.37;6.37;6.37;6.370635549;3792;24157.45;10/03/2023;6.4
10/03/2023;6.34;6.4;6.4;6.25;6.30158088;41401;260891.75;9/03/2023;6.35
9/03/2023;6.35;6.35;6.35;6.35;6.343425678;6714;42589.76;7/03/2023;6.35
8/03/2023;;;;;6.349989328;1874;11899.88;7/03/2023;6.35
7/03/2023;6.3;6.35;6.35;6.3;6.320201175;12427;78541.14;6/03/2023;6.3
6/03/2023;6.3;6.3;6.3;6.3;6.302069824;25292;159391.95;3/03/2023;6.33
3/03/2023;6.4;6.33;6.4;6.33;6.357651515;15312;97348.36;2/03/2023;6.4
2/03/2023;6.39;6.4;6.4;6.39;6.396823237;10070;64416.01;1/03/2023;6.4
1/03/2023;6.4;6.4;6.4;6.4;6.414841409;5139;32965.87;28/02/2023;6.4
28/02/2023;6.45;6.4;6.45;6.3;6.358609838;168038;1068488.08;27/02/2023;6.45
27/02/2023;6.45;6.45;6.45;6.45;6.450066835;33665;217141.5;24/02/2023;6.46
24/02/2023;6.4;6.46;6.48;6.4;6.450752904;4476;28873.57;23/02/2023;6.45
23/02/2023;6.45;6.45;6.45;6.45;6.449923753;36067;232629.4;22/02/2023;6.45
22/02/2023;6.45;6.45;6.45;6.45;6.449744761;7444;48011.9;21/02/2023;6.5
21/02/2023;6.55;6.5;6.55;6.5;6.53866221;37547;245507.15;17/02/2023;6.65
20/02/2023;;;;;6.661206061;1650;10990.99;17/02/2023;6.65
17/02/2023;6.61;6.65;6.65;6.61;6.643414591;11281;74944.36;16/02/2023;6.6
16/02/2023;6.5;6.6;6.6;6.45;6.480544867;47663;308882.21;15/02/2023;6.4
15/02/2023;6.4;6.4;6.4;6.4;6.400872151;10090;64584.8;14/02/2023;6.4
14/02/2023;6.35;6.4;6.4;6.35;6.370959396;5566;35460.76;13/02/2023;6.35
13/02/2023;6.3;6.35;6.35;6.29;6.301704775;106495;671100.05;10/02/2023;6.3
10/02/2023;6.3;6.3;6.3;6.3;6.294055925;3612;22734.13;9/02/2023;6.3
9/02/2023;6.3;6.3;6.35;6.3;6.312154251;105568;666361.5;8/02/2023;6.3
8/02/2023;6.3;6.3;6.3;6.3;6.29995242;75242;474021.02;7/02/2023;6.3
7/02/2023;6.3;6.3;6.3;6.3;6.313253721;2889;18238.99;6/02/2023;6.35
6/02/2023;6.2;6.35;6.35;6.2;6.280382956;9270;58219.15;3/02/2023;6.27
3/02/2023;6.3;6.27;6.3;6.27;6.285175643;53176;334220.5;2/02/2023;6.29
2/02/2023;6.29;6.29;6.29;6.29;6.326165383;2467;15606.65;1/02/2023;6.27
1/02/2023;6.2;6.27;6.3;6.2;6.257710965;14884;93139.77;31/01/2023;6.2
31/01/2023;6.2;6.2;6.2;6.2;6.206728192;32236;200080.09;30/01/2023;6.33
30/01/2023;6.4;6.33;6.4;6.2;6.298135949;43840;276110.28;27/01/2023;6.4
27/01/2023;6.5;6.4;6.5;6.4;6.444647638;15836;102057.44;26/01/2023;6.5
26/01/2023;6.55;6.5;6.55;6.5;6.514321601;7245;47196.26;25/01/2023;6.55
25/01/2023;6.57;6.55;6.57;6.55;6.551917797;12749;83530.4;24/01/2023;6.57
24/01/2023;6.6;6.57;6.6;6.56;6.578929056;23568;155052.2;23/01/2023;6.63
23/01/2023;6.6;6.63;6.63;6.6;6.610324535;14852;98176.54;20/01/2023;6.6
20/01/2023;6.6;6.6;6.6;6.6;6.598133016;8811;58136.15;18/01/2023;6.54
19/01/2023;;;;;6.529341649;1443;9421.84;18/01/2023;6.54
18/01/2023;6.6;6.54;6.62;6.5;6.559713354;103612;679665.02;17/01/2023;6.64
17/01/2023;6.6;6.64;6.64;6.55;6.590916244;41430;273061.66;16/01/2023;6.68
16/01/2023;6.7;6.68;6.7;6.65;6.669582374;9123;60846.6;13/01/2023;6.7
13/01/2023;6.65;6.7;6.7;6.65;6.669628194;8257;55071.12;12/01/2023;6.7
12/01/2023;6.75;6.7;6.75;6.69;6.703892544;388697;2605782.92;11/01/2023;6.75
11/01/2023;6.75;6.75;6.75;6.75;6.749260977;15737;106213.12;10/01/2023;6.75
10/01/2023;6.72;6.75;6.75;6.72;6.735991867;7869;53005.52;9/01/2023;6.75
9/01/2023;6.8;6.75;6.8;6.75;6.777524069;33757;228788.88;6/01/2023;6.75
6/01/2023;6.75;6.75;6.75;6.75;6.753520734;16133;108954.55;5/01/2023;6.8
5/01/2023;6.8;6.8;6.8;6.8;6.800061393;8470;57596.52;4/01/2023;6.75
4/01/2023;6.8;6.75;6.8;6.75;6.765195702;29969;202746.15;3/01/2023;6.75
3/01/2023;6.75;6.75;6.75;6.75;6.752806266;19599;132348.25;30/12/2022;6.75
2/01/2023;;;;;6.726033058;242;1627.7;30/12/2022;6.75
30/12/2022;6.75;6.75;6.75;6.75;6.754155496;7087;47866.7;29/12/2022;6.82
29/12/2022;6.8;6.82;6.9;6.8;6.825372997;10858;74109.9;28/12/2022;6.8
28/12/2022;6.72;6.8;6.8;6.7;6.735148255;20168;135834.47;27/12/2022;6.75
27/12/2022;6.75;6.75;6.75;6.75;6.760334256;5056;34180.25;26/12/2022;6.72
26/12/2022;6.55;6.72;6.72;6.55;6.645719361;10134;67347.72;23/12/2022;6.55
23/12/2022;6.5;6.55;6.55;6.5;6.517050759;6127;39929.97;22/12/2022;6.4
22/12/2022;6.4;6.4;6.4;6.4;6.401054136;11194;71653.4;21/12/2022;6.41
21/12/2022;6.36;6.41;6.41;6.36;6.38700485;139165;888847.53;20/12/2022;6.35
20/12/2022;6.3;6.35;6.35;6.3;6.300579558;1039205;6547593.78;19/12/2022;6.3
19/12/2022;6.3;6.3;6.45;6.3;6.303249326;316558;1995344;16/12/2022;6.3
16/12/2022;6.46;6.3;6.46;6.3;6.33037257;364281;2306034.45;15/12/2022;6.46
15/12/2022;6.45;6.46;6.46;6.45;6.460245164;263171;1700149.18;14/12/2022;6.55
14/12/2022;6.5;6.55;6.56;6.5;6.5336344;12500;81670.43;13/12/2022;6.56
13/12/2022;6.69;6.56;6.69;6.56;6.587900143;67176;442548.78;12/12/2022;6.7
12/12/2022;7.05;6.7;7.05;6.65;6.781758766;41893;284108.22;7/12/2022;7.09
7/12/2022;6.51;7.09;7.1;6.45;6.576108785;103875;683093.3;6/12/2022;6.6
6/12/2022;6.5;6.6;6.6;6.48;6.480202352;1125760;7295152.6;5/12/2022;6.5
5/12/2022;6.55;6.5;6.55;6.5;6.526322673;307922;2009598.33;2/12/2022;6.65
2/12/2022;6.65;6.65;6.65;6.65;6.650044374;129580;861712.75;1/12/2022;6.7
1/12/2022;6.69;6.7;6.7;6.68;6.693083604;36960;247376.37;30/11/2022;6.7
30/11/2022;6.82;6.7;6.82;6.7;6.799157932;1288519;8760844.18;29/11/2022;6.82
29/11/2022;6.82;6.82;6.82;6.82;6.818725124;3216;21929.02;28/11/2022;6.8
28/11/2022;7;6.8;7;6.8;6.874840296;129928;893234.25;25/11/2022;7.05
25/11/2022;7.15;7.05;7.2;7.05;7.199982786;31506440;226845825.6;24/11/2022;7.15
24/11/2022;7.15;7.15;7.15;7.15;7.151806307;8498;60776.05;23/11/2022;7.2
23/11/2022;7;7.2;7.2;7;7.197556395;3268269;23523550.44;22/11/2022;6.95
22/11/2022;6.9;6.95;7;6.9;6.995292214;1110129;7765676.75;21/11/2022;6.9
21/11/2022;7;6.9;7;6.9;6.974908542;141869;989523.3;18/11/2022;7.01
18/11/2022;7.05;7.01;7.05;7;7.005754047;19150;134160.19;17/11/2022;7.13
17/11/2022;7.02;7.13;7.13;7.02;7.088666193;18316;129836.01;16/11/2022;7.2
16/11/2022;7;7.2;7.2;7;7.19821185;1893583;13630411.59;15/11/2022;7
15/11/2022;7.1;7;7.1;7;7.02036561;7002;49156.6;14/11/2022;7.2
14/11/2022;7.09;7.2;7.2;7;7.198385691;637734;4590655.3;11/11/2022;7.2
11/11/2022;6.75;7.2;7.2;6.75;7.194670363;18618111;133951171.4;10/11/2022;6.8
10/11/2022;6.75;6.8;6.8;6.75;6.763992701;109873;743180.17;9/11/2022;6.75
9/11/2022;6.65;6.75;6.81;6.65;6.729391344;97625;656956.83;8/11/2022;6.65
8/11/2022;6.65;6.65;6.67;6.65;6.652925881;41420;275564.19;7/11/2022;6.7
7/11/2022;6.8;6.7;6.8;6.7;6.761582922;22509;152196.47;4/11/2022;6.8
4/11/2022;6.95;6.8;6.95;6.6;6.761390198;58337;394439.22;3/11/2022;7
3/11/2022;6.55;7;7.01;6.55;6.992135022;6440931;45035859.22;2/11/2022;6.5
2/11/2022;6.3;6.5;6.6;6.3;6.459618302;563404;3639374.79;31/10/2022;6.3
31/10/2022;6.25;6.3;6.3;6.24;6.253586817;79979;500155.62;28/10/2022;6.25
